V1.81,SPxLang.ENCGroup114Desc,Fishery zone (FSHZNE)
V1.81,SPxLang.ENCGroup114Name,Fishery zone
V1.81,SPxLang.ENCGroup115Desc,"Contiguous zone (CONZNE), exclusive economic zone (EXEZNE), national territorial area (NATARE), territorial sea (TESARE), territorial sea baseline (STSLNE), administration area (ADMARE)"
V1.81,SPxLang.ENCGroup115Name,"Contiguous zone, exclusive economic zone, national territorial area, etc"
V1.81,SPxLang.ENCGroup116Desc,Services
V1.81,SPxLang.ENCGroup116Name,Services
V1.81,SPxLang.ENCGroup117Desc,"Radar station (RADSTA), radio station (RDOSTA)"
V1.81,SPxLang.ENCGroup117Name,"Radar station, radio station"
V1.81,SPxLang.ENCGroup118Desc,"Coastguard station (CGUSTA), rescue station (RSCSTA)"
V1.81,SPxLang.ENCGroup118Name,"Coastguard station, rescue station"
V1.81,SPxLang.ENCGroup119Desc,Small craft facilities
V1.81,SPxLang.ENCGroup119Name,Small craft facilities
V1.81,SPxLang.ENCGroup120Desc,Small craft facility
V1.81,SPxLang.ENCGroup120Name,Small craft facility
V1.81,SPxLang.ENCGroup121Desc,Important text
V1.81,SPxLang.ENCGroup121Name,Important text
V1.81,SPxLang.ENCGroup122Desc,"Vertical clearance of bridges, overhead cable, pipe or conveyor (BRIDGE, CBLOHD, PIPOHD, CONVYR, VERCLR, VERCCL, VERCOP), bearing of navline, recommended route, deep water route centreline line (NAVLNE, RCRTCL, DWRTCL, ORIENT), name and communications channel of radio calling-in point (RDOCAL, OBJNAM, COMCHA)"
V1.81,SPxLang.ENCGroup122Name,"Vertical clearance of bridges, overhead cable, pipe, etc"
V1.81,SPxLang.ENCGroup123Desc,Other text
V1.81,SPxLang.ENCGroup123Name,Other text
V1.81,SPxLang.ENCGroup124Desc,"Names for position reporting: name or number (OBJNAM) of buoys (BOYxxx), beacons (BCNxxx), daymarks (DAYMAR), light vessel, light float (LITVES, LITFLT), offshore platform (OFSPLF)"
V1.81,SPxLang.ENCGroup124Name,"Name or number of buoys, beacons, daymarks, light vessel, etc"
V1.81,SPxLang.ENCGroup125Desc,Bearing for directional lights
V1.81,SPxLang.ENCGroup125Name,Bearing for directional lights
V1.81,SPxLang.ENCGroup126Desc,Light description string
V1.81,SPxLang.ENCGroup126Name,Light description string
V1.81,SPxLang.ENCGroup127Desc,Note on chart data (INFORM) or nautical publication (TXTDSC)
V1.81,SPxLang.ENCGroup127Name,Note on chart data or nautical publication
V1.81,SPxLang.ENCGroup128Desc,Nature of seabed (NATSUR of SBDARE)
